X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.200000e-01,2.000000e-04
0,1.60e+00,5.12e-01,-3.12e-01,-2.60e+00,
1,1.52e+00,5.12e-01,-2.56e-01,-2.36e+00,
2,1.60e+00,5.12e-01,-2.96e-01,-2.48e+00,
3,1.36e+00,5.12e-01,-2.32e-01,-2.20e+00,
4,1.36e+00,5.12e-01,-2.96e-01,-2.60e+00,
5,1.44e+00,5.12e-01,-1.04e-01,-1.08e+00,
6,1.44e+00,5.12e-01,-2.08e-01,-1.96e+00,
7,1.36e+00,5.12e-01,-2.80e-01,-2.36e+00,
8,1.44e+00,5.12e-01,-2.32e-01,-2.28e+00,
9,1.28e+00,5.12e-01,-2.96e-01,-2.52e+00,
10,1.44e+00,5.12e-01,-2.48e-01,-2.36e+00,
11,1.28e+00,5.12e-01,-3.12e-01,-2.64e+00,
12,1.28e+00,5.12e-01,-2.64e-01,-2.48e+00,
13,1.36e+00,5.12e-01,-3.20e-01,-2.72e+00,
14,1.36e+00,5.12e-01,-2.72e-01,-2.76e+00,
15,1.12e+00,5.12e-01,-3.28e-01,-2.52e+00,
16,1.36e+00,5.12e-01,-2.72e-01,-2.76e+00,
17,1.12e+00,5.12e-01,-3.28e-01,-2.48e+00,
18,1.20e+00,5.12e-01,-3.20e-01,-2.52e+00,
19,1.12e+00,5.12e-01,-2.64e-01,-2.76e+00,
20,1.20e+00,5.12e-01,-3.20e-01,-2.72e+00,
21,1.04e+00,5.12e-01,-2.64e-01,-2.48e+00,
22,1.04e+00,5.12e-01,-2.64e-01,-2.64e+00,
23,1.12e+00,5.12e-01,-3.12e-01,-2.44e+00,
24,1.12e+00,5.12e-01,-3.12e-01,-2.60e+00,
25,8.80e-01,5.12e-01,-2.48e-01,-2.32e+00,
26,9.60e-01,5.12e-01,-2.96e-01,-2.48e+00,
27,8.80e-01,5.12e-01,-2.32e-01,-2.28e+00,
28,8.00e-01,5.12e-01,-3.04e-01,-2.76e+00,
29,9.60e-01,5.12e-01,-1.12e-01,-1.16e+00,
30,8.80e-01,5.12e-01,-2.16e-01,-2.08e+00,
31,6.40e-01,5.12e-01,-2.88e-01,-2.48e+00,
32,7.20e-01,5.12e-01,-2.48e-01,-2.28e+00,
33,6.40e-01,5.12e-01,-3.04e-01,-2.60e+00,
34,7.20e-01,5.12e-01,-2.64e-01,-2.48e+00,
35,4.80e-01,5.12e-01,-3.20e-01,-2.72e+00,
36,5.60e-01,5.12e-01,-2.80e-01,-2.56e+00,
37,4.00e-01,5.12e-01,-3.28e-01,-2.84e+00,
38,5.60e-01,5.12e-01,-2.88e-01,-2.68e+00,
39,4.00e-01,5.12e-01,-3.36e-01,-2.92e+00,
40,4.80e-01,5.12e-01,-2.88e-01,-2.76e+00,
41,2.40e-01,5.12e-01,-3.44e-01,-2.92e+00,
42,3.20e-01,5.12e-01,-3.36e-01,-2.88e+00,
43,1.60e-01,5.12e-01,-2.88e-01,-2.64e+00,
44,2.40e-01,5.12e-01,-3.36e-01,-2.84e+00,
45,1.60e-01,5.12e-01,-2.80e-01,-2.60e+00,
46,2.40e-01,5.12e-01,-3.20e-01,-2.76e+00,
47,0.00e+00,5.12e-01,-2.72e-01,-2.56e+00,
48,2.40e-01,5.12e-01,-3.12e-01,-2.64e+00,
