X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-1.200000e-01,2.000000e-04
0,1.52e+00,5.12e-01,-4.16e-01,-7.60e-01,
1,1.60e+00,5.12e-01,-3.68e-01,-6.80e-01,
2,1.60e+00,5.12e-01,-5.28e-01,-9.20e-01,
3,1.52e+00,5.12e-01,-1.84e-01,-3.20e-01,
4,1.60e+00,5.12e-01,-2.88e-01,-4.80e-01,
5,1.52e+00,5.12e-01,-3.68e-01,-6.40e-01,
6,1.52e+00,5.12e-01,-3.28e-01,-7.20e-01,
7,1.76e+00,5.12e-01,-3.92e-01,-5.60e-01,
8,1.52e+00,5.12e-01,-3.60e-01,-6.00e-01,
9,1.76e+00,5.12e-01,-4.16e-01,-7.60e-01,
10,1.76e+00,5.12e-01,-3.76e-01,-7.60e-01,
11,1.52e+00,5.12e-01,-4.40e-01,-6.80e-01,
12,1.52e+00,5.12e-01,-4.00e-01,-7.20e-01,
13,1.76e+00,5.12e-01,-4.56e-01,-8.40e-01,
14,1.76e+00,5.12e-01,-4.16e-01,-7.20e-01,
15,1.60e+00,5.12e-01,-4.64e-01,-8.40e-01,
16,1.68e+00,5.12e-01,-4.16e-01,-7.20e-01,
17,1.76e+00,5.12e-01,-4.72e-01,-8.40e-01,
18,1.68e+00,5.12e-01,-4.72e-01,-8.40e-01,
19,1.76e+00,5.12e-01,-4.24e-01,-7.20e-01,
20,1.76e+00,5.12e-01,-4.72e-01,-8.40e-01,
21,1.68e+00,5.12e-01,-4.32e-01,-7.60e-01,
22,1.68e+00,5.12e-01,-4.72e-01,-8.40e-01,
23,1.76e+00,5.12e-01,-4.24e-01,-8.00e-01,
24,1.68e+00,5.12e-01,-4.72e-01,-8.40e-01,
25,1.76e+00,5.12e-01,-4.24e-01,-7.20e-01,
26,1.68e+00,5.12e-01,-4.64e-01,-8.40e-01,
27,1.76e+00,5.12e-01,-4.16e-01,-7.20e-01,
28,1.76e+00,5.12e-01,-4.56e-01,-8.40e-01,
29,1.68e+00,5.12e-01,-4.08e-01,-7.20e-01,
30,1.68e+00,5.12e-01,-4.40e-01,-8.00e-01,
31,1.76e+00,5.12e-01,-3.92e-01,-6.80e-01,
32,1.76e+00,5.12e-01,-4.24e-01,-7.60e-01,
33,1.68e+00,5.12e-01,-3.68e-01,-6.80e-01,
34,1.68e+00,5.12e-01,-3.60e-01,-6.40e-01,
35,1.76e+00,5.12e-01,-5.12e-01,-9.20e-01,
36,1.76e+00,5.12e-01,-4.16e-01,-7.60e-01,
37,1.68e+00,5.12e-01,-1.84e-01,-3.20e-01,
38,1.68e+00,5.12e-01,-3.12e-01,-5.60e-01,
39,1.76e+00,5.12e-01,-3.76e-01,-7.20e-01,
40,1.76e+00,5.12e-01,-3.28e-01,-6.00e-01,
41,1.52e+00,5.12e-01,-4.00e-01,-7.20e-01,
42,1.52e+00,5.12e-01,-3.68e-01,-7.60e-01,
43,1.76e+00,5.12e-01,-4.16e-01,-6.40e-01,
44,1.52e+00,5.12e-01,-3.84e-01,-6.80e-01,
45,1.76e+00,5.12e-01,-4.32e-01,-7.60e-01,
46,1.76e+00,5.12e-01,-4.00e-01,-7.20e-01,
47,1.52e+00,5.12e-01,-4.48e-01,-8.40e-01,
48,1.60e+00,5.12e-01,-4.08e-01,-7.20e-01,
49,1.52e+00,5.12e-01,-4.56e-01,-8.40e-01,
50,1.60e+00,5.12e-01,-4.16e-01,-7.20e-01,
51,1.52e+00,5.12e-01,-4.64e-01,-8.40e-01,
52,1.52e+00,5.12e-01,-4.64e-01,-8.40e-01,
53,1.60e+00,5.12e-01,-4.16e-01,-7.20e-01,
54,1.60e+00,5.12e-01,-4.64e-01,-8.40e-01,
55,1.52e+00,5.12e-01,-4.16e-01,-7.20e-01,
56,1.60e+00,5.12e-01,-4.64e-01,-7.20e-01,
57,1.52e+00,5.12e-01,-4.16e-01,-8.40e-01,
58,1.60e+00,5.12e-01,-4.64e-01,-7.20e-01,
59,1.44e+00,5.12e-01,-4.08e-01,-8.40e-01,
60,1.60e+00,5.12e-01,-4.48e-01,-7.20e-01,
61,1.44e+00,5.12e-01,-3.92e-01,-8.40e-01,
62,1.44e+00,5.12e-01,-4.32e-01,-7.60e-01,
63,1.52e+00,5.12e-01,-3.92e-01,-6.80e-01,
64,1.44e+00,5.12e-01,-4.24e-01,-7.60e-01,
65,1.52e+00,5.12e-01,-3.68e-01,-6.80e-01,
66,1.52e+00,5.12e-01,-4.16e-01,-7.60e-01,
67,1.44e+00,5.12e-01,-3.60e-01,-6.80e-01,
68,1.52e+00,5.12e-01,-5.04e-01,-9.20e-01,
69,1.28e+00,5.12e-01,-1.68e-01,-3.20e-01,
70,1.28e+00,5.12e-01,-2.80e-01,-4.80e-01,
71,1.52e+00,5.12e-01,-3.60e-01,-6.40e-01,
72,1.28e+00,5.12e-01,-3.28e-01,-5.60e-01,
73,1.52e+00,5.12e-01,-3.84e-01,-7.20e-01,
74,1.28e+00,5.12e-01,-3.60e-01,-6.00e-01,
75,1.36e+00,5.12e-01,-4.08e-01,-7.60e-01,
76,1.36e+00,5.12e-01,-3.76e-01,-6.80e-01,
77,1.20e+00,5.12e-01,-4.24e-01,-7.60e-01,
78,1.20e+00,5.12e-01,-3.92e-01,-6.80e-01,
79,1.36e+00,5.12e-01,-4.40e-01,-7.60e-01,
80,1.20e+00,5.12e-01,-4.00e-01,-7.20e-01,
81,1.28e+00,5.12e-01,-4.48e-01,-8.40e-01,
82,1.28e+00,5.12e-01,-4.56e-01,-7.20e-01,
83,1.04e+00,5.12e-01,-4.00e-01,-8.40e-01,
84,1.04e+00,5.12e-01,-4.56e-01,-7.20e-01,
85,1.28e+00,5.12e-01,-4.08e-01,-8.40e-01,
86,1.04e+00,5.12e-01,-4.16e-01,-7.20e-01,
87,1.12e+00,5.12e-01,-4.64e-01,-8.40e-01,
88,1.12e+00,5.12e-01,-4.08e-01,-7.20e-01,
89,9.60e-01,5.12e-01,-4.56e-01,-8.40e-01,
90,8.80e-01,5.12e-01,-4.56e-01,-7.20e-01,
91,1.12e+00,5.12e-01,-4.00e-01,-8.40e-01,
92,9.60e-01,5.12e-01,-4.48e-01,-8.40e-01,
93,8.80e-01,5.12e-01,-4.00e-01,-7.20e-01,
94,9.60e-01,5.12e-01,-4.40e-01,-7.60e-01,
95,8.00e-01,5.12e-01,-3.92e-01,-6.80e-01,
