3.00000000E+05	-5.57621901E+00
3.09971000E+05	-5.74633057E+00
3.19942000E+05	-5.90136122E+00
3.29913000E+05	-6.09602869E+00
3.39884000E+05	-6.29669937E+00
3.49855000E+05	-6.52269865E+00
3.59826000E+05	-6.64563483E+00
3.69797000E+05	-6.84654461E+00
3.79768000E+05	-7.05019940E+00
3.89739000E+05	-7.21698460E+00
3.99710000E+05	-7.43667522E+00
4.09681000E+05	-7.62695090E+00
4.19652000E+05	-7.77382128E+00
4.29623000E+05	-7.97607986E+00
4.39594000E+05	-8.17143930E+00
4.49565000E+05	-8.38117163E+00
4.59536000E+05	-8.52186021E+00
4.69507000E+05	-8.70024748E+00
4.79477900E+05	-8.89458364E+00
4.89448900E+05	-9.08064481E+00
4.99419900E+05	-9.26253119E+00
5.09390900E+05	-9.43813749E+00
5.19361900E+05	-9.62796677E+00
5.29332900E+05	-9.79435345E+00
5.39303900E+05	-9.97556689E+00
5.49274900E+05	-1.01615861E+01
5.59245900E+05	-1.03545131E+01
5.69216900E+05	-1.05222742E+01
5.79187900E+05	-1.07203569E+01
5.89158900E+05	-1.08901396E+01
5.99129900E+05	-1.10546756E+01
6.09100900E+05	-1.12330406E+01
6.19071900E+05	-1.14195130E+01
6.29042900E+05	-1.16009283E+01
6.39013900E+05	-1.17818831E+01
6.48984900E+05	-1.19520233E+01
6.58955900E+05	-1.21258272E+01
6.68926900E+05	-1.23141903E+01
6.78897900E+05	-1.24677459E+01
6.88868900E+05	-1.26534269E+01
6.98839900E+05	-1.28328648E+01
7.08810900E+05	-1.30139902E+01
7.18781900E+05	-1.31800592E+01
7.28752900E+05	-1.33575210E+01
7.38723900E+05	-1.35659535E+01
7.48694900E+05	-1.37261597E+01
7.58665900E+05	-1.38954190E+01
7.68636900E+05	-1.40831978E+01
7.78607900E+05	-1.42490155E+01
7.88578900E+05	-1.44353149E+01
7.98549900E+05	-1.46139226E+01
8.08520900E+05	-1.48090009E+01
8.18491800E+05	-1.49558074E+01
8.28462800E+05	-1.51421042E+01
8.38433800E+05	-1.53315910E+01
8.48404800E+05	-1.55049916E+01
8.58375800E+05	-1.56587689E+01
8.68346800E+05	-1.58450296E+01
8.78317800E+05	-1.60251281E+01
8.88288800E+05	-1.61997386E+01
8.98259800E+05	-1.63648847E+01
9.08230800E+05	-1.65476915E+01
9.18201800E+05	-1.67008838E+01
9.28172800E+05	-1.69040301E+01
9.38143800E+05	-1.70817896E+01
9.48114800E+05	-1.72484277E+01
9.58085800E+05	-1.74078951E+01
9.68056800E+05	-1.75732715E+01
9.78027800E+05	-1.77709325E+01
9.87998800E+05	-1.79417543E+01
9.97969800E+05	-1.81075119E+01
1.00794080E+06	-1.83073275E+01
1.01791180E+06	-1.84681991E+01
1.02788280E+06	-1.86325681E+01
1.03785380E+06	-1.88022416E+01
1.04782480E+06	-1.90008095E+01
1.05779580E+06	-1.91619141E+01
1.06776680E+06	-1.93164069E+01
1.07773780E+06	-1.94978847E+01
1.08770880E+06	-1.96674300E+01
1.09767980E+06	-1.98382065E+01
1.10765080E+06	-2.00307914E+01
1.11762180E+06	-2.01747735E+01
1.12759280E+06	-2.03589900E+01
1.13756380E+06	-2.05249399E+01
1.14753480E+06	-2.07077024E+01
1.15750580E+06	-2.08807136E+01
1.16747670E+06	-2.10490379E+01
1.17744770E+06	-2.12194844E+01
1.18741870E+06	-2.13965689E+01
1.19738970E+06	-2.15768792E+01
1.20736070E+06	-2.17579567E+01
1.21733170E+06	-2.19222252E+01
