1;4.74E-006 
2;1.35E-005 
3;3.06E-008 
4;2.13E-009 
5;-2.76E-010 
6;-2.52E-010 
7;-1.80E-010 
8;9.98E-010 
9;3.10E-010 
10;8.09E-012 
11;5.86E-009 
12;9.43E-007 
13;5.60E-008 
14;4.46E-007 
15;5.35E-007 
16;4.37E-006 
17;1.97E-005 
18;9.39E-005 
19;1.78E-006 
20;2.34E-007 
21;6.89E-009 
22;3.16E-007 
23;5.35E-009 
24;1.18E-008 
25;4.64E-008 
26;2.83E-007 
27;5.51E-007 
28;2.01E-005 
29;1.58E-006 
30;3.62E-006 
31;2.01E-007 
32;8.82E-006 
33;3.93E-008 
34;4.10E-008 
35;2.16E-009 
36;1.52E-008 
37;1.63E-008 
38;3.45E-008 
39;1.25E-007 
40;3.40E-007 
41;2.47E-007 
42;1.90E-007 
43;9.14E-007 
44;3.60E-005 
45;9.32E-007 
46;1.63E-007 
47;7.92E-009 
48;2.29E-008 
49;3.06E-009 
50;1.92E-008 
51;9.02E-009 
52;1.12E-008 
53;1.05E-008 
54;1.06E-008 
55;3.09E-008 
56;3.82E-008 
57;1.85E-008 
58;3.05E-008 
59;2.28E-009 
60;4.55E-009 
61;1.65E-009 
62;1.98E-009 
63;1.78E-009 
64;5.29E-008 
65;3.41E-009 
