x-axis,1,2
second,Volt,Volt
-24.81620E-03,-480.32192E-03,-12.48469E-03
-24.79120E-03,-483.11991E-03,-12.57893E-03
-24.76620E-03,-485.85354E-03,-12.65280E-03
-24.74120E-03,-488.53495E-03,-12.68241E-03
-24.71620E-03,-490.78523E-03,-12.74851E-03
-24.69120E-03,-492.44048E-03,-12.74851E-03
-24.66620E-03,-494.19528E-03,-12.79629E-03
-24.64120E-03,-496.26463E-03,-12.82663E-03
-24.61620E-03,-498.36918E-03,-12.82795E-03
-24.59120E-03,-499.82647E-03,-12.83645E-03
-24.56620E-03,-501.55213E-03,-12.89200E-03
-24.54120E-03,-502.35609E-03,-12.92439E-03
-24.51620E-03,-503.69679E-03,-13.03974E-03
-24.49120E-03,-504.92697E-03,-13.08693E-03
-24.46620E-03,-505.65562E-03,-13.18821E-03
-24.44120E-03,-506.26162E-03,-13.18821E-03
-24.41620E-03,-506.87368E-03,-13.18821E-03
-24.39120E-03,-507.11290E-03,-13.18821E-03
-24.36620E-03,-506.85665E-03,-13.21429E-03
-24.34120E-03,-507.11290E-03,-13.11712E-03
-24.31620E-03,-506.38426E-03,-13.18821E-03
-24.29120E-03,-507.01940E-03,-13.18821E-03
-24.26620E-03,-506.38426E-03,-13.21356E-03
-24.24120E-03,-505.65562E-03,-13.27615E-03
-24.21620E-03,-504.64158E-03,-13.31059E-03
-24.19120E-03,-503.46969E-03,-13.34371E-03
-24.16620E-03,-503.41746E-03,-13.35778E-03
-24.14120E-03,-502.07675E-03,-13.28391E-03
-24.11620E-03,-500.73605E-03,-13.29798E-03
-24.09120E-03,-499.39535E-03,-13.41612E-03
-24.06620E-03,-498.36918E-03,-13.36409E-03
-24.04120E-03,-496.71394E-03,-13.36409E-03
-24.01620E-03,-495.37324E-03,-13.45203E-03
-23.99120E-03,-494.03253E-03,-13.45203E-03
-23.96620E-03,-491.96318E-03,-13.36409E-03
-23.94120E-03,-490.62248E-03,-13.48442E-03
-23.91620E-03,-487.82449E-03,-13.32261E-03
-23.89120E-03,-486.71089E-03,-13.39150E-03
-23.86620E-03,-484.41444E-03,-13.52663E-03
-23.84120E-03,-482.34509E-03,-13.36482E-03
-23.81620E-03,-479.66975E-03,-13.46683E-03
-23.79120E-03,-477.71698E-03,-13.53997E-03
-23.76620E-03,-475.05260E-03,-13.49497E-03
-23.74120E-03,-472.13803E-03,-13.53997E-03
-23.71620E-03,-470.68074E-03,-13.62791E-03
-23.69120E-03,-467.74308E-03,-13.62791E-03
-23.66620E-03,-464.94509E-03,-13.71584E-03
