x-axis,1,2
second,Volt,Volt
-24.81620E-03,-506.48555E-03,-12.66096E-03
-24.79120E-03,-509.39256E-03,-12.74174E-03
-24.76620E-03,-509.50062E-03,-12.88709E-03
-24.74120E-03,-511.00816E-03,-12.83043E-03
-24.71620E-03,-511.90014E-03,-12.84249E-03
-24.69120E-03,-513.37246E-03,-12.88709E-03
-24.66620E-03,-514.02324E-03,-12.98295E-03
-24.64120E-03,-514.02324E-03,-12.96247E-03
-24.61620E-03,-515.45793E-03,-13.04149E-03
-24.59120E-03,-515.21672E-03,-13.11322E-03
-24.56620E-03,-515.53077E-03,-13.11322E-03
-24.54120E-03,-514.02324E-03,-13.26825E-03
-24.51620E-03,-515.06090E-03,-13.18860E-03
-24.49120E-03,-514.02324E-03,-13.20003E-03
-24.46620E-03,-514.02324E-03,-13.18860E-03
-24.44120E-03,-512.76945E-03,-13.27666E-03
-24.41620E-03,-512.51570E-03,-13.18860E-03
-24.39120E-03,-511.74432E-03,-13.18860E-03
-24.36620E-03,-511.00816E-03,-13.26398E-03
-24.34120E-03,-509.50062E-03,-13.18860E-03
-24.31620E-03,-509.45286E-03,-13.26636E-03
-24.29120E-03,-506.67899E-03,-13.27365E-03
-24.26620E-03,-505.41266E-03,-13.26398E-03
-24.24120E-03,-504.14633E-03,-13.41473E-03
-24.21620E-03,-502.88000E-03,-13.44425E-03
-24.19120E-03,-501.61367E-03,-13.41473E-03
-24.16620E-03,-498.83980E-03,-13.47930E-03
-24.14120E-03,-497.44032E-03,-13.49011E-03
-24.11620E-03,-494.79960E-03,-13.54677E-03
-24.09120E-03,-493.53326E-03,-13.52088E-03
-24.06620E-03,-490.75939E-03,-13.56548E-03
-24.04120E-03,-488.39510E-03,-13.51059E-03
-24.01620E-03,-486.71919E-03,-13.35619E-03
-23.99120E-03,-483.94532E-03,-13.41837E-03
-23.96620E-03,-481.17145E-03,-13.49011E-03
-23.94120E-03,-479.34987E-03,-13.44249E-03
-23.91620E-03,-476.33479E-03,-13.56121E-03
-23.89120E-03,-474.35738E-03,-13.51360E-03
-23.86620E-03,-471.58351E-03,-13.49011E-03
-23.84120E-03,-468.79711E-03,-13.41536E-03
-23.81620E-03,-465.78203E-03,-13.49011E-03
-23.79120E-03,-462.76695E-03,-13.43948E-03
-23.76620E-03,-459.75188E-03,-13.56548E-03
-23.74120E-03,-457.18399E-03,-13.44124E-03
-23.71620E-03,-453.43276E-03,-13.49011E-03
-23.69120E-03,-450.65889E-03,-13.56548E-03
-23.66620E-03,-446.37748E-03,-13.49011E-03
