x-axis,1,2
second,Volt,Volt
-24.80000E-03,,
-24.77500E-03,,
-24.75000E-03,-3.91524031E+00,-14.24042E-03
-24.72500E-03,-3.92452674E+00,-14.28967E-03
-24.70000E-03,-3.93106945E+00,-14.34796E-03
-24.67500E-03,-3.93106945E+00,-14.38816E-03
-24.65000E-03,-3.93634584E+00,-14.30273E-03
-24.62500E-03,-3.94478805E+00,-14.27560E-03
-24.60000E-03,-3.95217498E+00,-14.31781E-03
-24.57500E-03,-3.96125036E+00,-14.26354E-03
-24.55000E-03,-3.96209458E+00,-14.19117E-03
-24.52500E-03,-3.96272775E+00,-14.19620E-03
-24.50000E-03,-3.96272775E+00,-14.24545E-03
-24.47500E-03,-3.96610463E+00,-14.36705E-03
-24.45000E-03,-3.96800413E+00,-14.31077E-03
-24.42500E-03,-3.97159206E+00,-14.26052E-03
-24.40000E-03,-3.97686844E+00,-14.22032E-03
-24.37500E-03,-3.97328051E+00,-14.37107E-03
-24.35000E-03,-3.97412473E+00,-14.28766E-03
-24.32500E-03,-3.95913980E+00,-14.36203E-03
-24.30000E-03,-3.96526040E+00,-14.36303E-03
-24.27500E-03,-3.96610462E+00,-14.37610E-03
-24.25000E-03,-3.96694884E+00,-14.29570E-03
-24.22500E-03,-3.95724030E+00,-14.32585E-03
-24.20000E-03,-3.95681821E+00,-14.34293E-03
-24.17500E-03,-3.95217498E+00,-14.29670E-03
-24.15000E-03,-3.95217498E+00,-14.28665E-03
-24.12500E-03,-3.94373278E+00,-14.38615E-03
-24.10000E-03,-3.94035588E+00,-14.28263E-03
-24.07500E-03,-3.93106945E+00,-14.36906E-03
-24.05000E-03,-3.92579307E+00,-14.28464E-03
-24.02500E-03,-3.92579307E+00,-14.37208E-03
-24.00000E-03,-3.91207447E+00,-14.37610E-03
-23.97500E-03,-3.90468754E+00,-14.35801E-03
-23.95000E-03,-3.90173275E+00,-14.29168E-03
-23.92500E-03,-3.88822522E+00,-14.28565E-03
-23.90000E-03,-3.88337097E+00,-14.46756E-03
-23.87500E-03,-3.87302925E+00,-14.33590E-03
-23.85000E-03,-3.86247649E+00,-14.40725E-03
-23.82500E-03,-3.84939105E+00,-14.37911E-03
-23.80000E-03,-3.83778303E+00,-14.38112E-03
-23.77500E-03,-3.83525034E+00,-14.39620E-03
-23.75000E-03,-3.82554180E+00,-14.34595E-03
-23.72500E-03,-3.81140108E+00,-14.43942E-03
-23.70000E-03,-3.79557195E+00,-14.31881E-03
-23.67500E-03,-3.78586341E+00,-14.38213E-03
