#date: 26.11.2020	time: 20:46:11
#time, s	V1, V	V2, V	I, A	R, Ohm	, P,W	T, C
8.36643E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36645E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36647E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36650E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36652E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36654E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36656E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36658E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36660E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36663E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36665E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36668E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36670E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36672E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36674E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36676E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36678E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36681E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36684E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36686E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36688E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36690E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36692E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36695E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36697E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36700E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36702E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36705E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36707E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36709E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36711E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36713E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36716E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36719E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36721E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36723E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36725E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36728E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36730E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36732E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36735E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36737E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36739E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36742E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36744E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36746E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36748E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36751E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36753E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36755E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36758E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36760E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36762E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36766E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36768E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36770E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36772E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36775E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36776E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36779E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36781E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36784E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36786E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36788E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36790E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36792E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36794E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36797E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36799E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36802E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36805E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36807E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36809E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36811E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36813E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36816E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36819E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36821E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36822E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36824E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36826E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36828E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36830E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36833E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36836E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36838E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36840E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36842E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36844E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36846E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36849E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36851E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36854E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36856E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36858E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36860E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36862E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36864E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36867E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36870E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36872E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36874E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36876E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36878E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36880E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36883E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36885E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36888E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36890E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36892E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36894E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36896E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36899E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36901E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36904E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36906E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36908E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36910E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36912E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36914E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36917E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36920E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36922E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36924E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36926E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36928E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36930E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36934E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36936E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36938E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36940E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36942E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36944E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36948E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36951E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36953E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36955E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36957E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36959E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36961E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36963E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36967E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36969E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36971E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36973E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36975E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36977E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36979E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36982E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36985E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36987E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36989E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36991E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36993E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36996E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.36998E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37001E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37003E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37005E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37007E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37009E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37011E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37013E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37016E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37019E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37021E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37023E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37025E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37027E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37029E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37032E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37035E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37037E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37039E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37041E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37043E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37045E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37047E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37051E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37053E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37055E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37062E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37063E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37065E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37069E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37071E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37073E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37075E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37077E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37079E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37081E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37085E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37087E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37089E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37091E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37093E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37095E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37099E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37102E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37104E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37106E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37108E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37110E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37112E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37114E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37118E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37120E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37122E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37124E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37126E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37128E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37130E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37134E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37136E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37138E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37140E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37142E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37145E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37147E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37149E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37152E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37155E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37157E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37159E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37161E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37163E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37165E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37168E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37170E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37173E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37175E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37177E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37179E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37181E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37184E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37187E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37189E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37191E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37193E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37195E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37196E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37200E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37202E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37204E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37206E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37208E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37210E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37213E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37215E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37218E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37220E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37222E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37224E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37227E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37229E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37231E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37234E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37237E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37239E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37241E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37244E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37246E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37250E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37253E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37256E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37258E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37260E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37263E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37265E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37268E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37270E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37272E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37274E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37276E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37278E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37281E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37284E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37286E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37288E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37290E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37292E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37295E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37297E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37300E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37302E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37305E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37307E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37309E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37311E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
8.37313E+2	0.00000E+0	0.00000E+0	0.00000E+0	NaN	0.00000E+0	NaN
