#date: 05.12.2020	time: 19:27:40
#time, s	VRes, V	P, W	Tin, K	Tmid, K	, Tmid2,K	, Tsur,K	Twat, K
9.48528E+3	2.72645E+0	3.71678E-1	3.35298E+2	3.00917E+2	3.02821E+2	2.96729E+2	2.96594E+2
9.48602E+3	2.72636E+0	3.71652E-1	3.35278E+2	3.00863E+2	3.02835E+2	2.96739E+2	2.96596E+2
9.48674E+3	2.72636E+0	3.71652E-1	3.35280E+2	3.00908E+2	3.02817E+2	2.96718E+2	2.96585E+2
9.48746E+3	2.72638E+0	3.71657E-1	3.35284E+2	3.00876E+2	3.02831E+2	2.96700E+2	2.96623E+2
9.48818E+3	2.72648E+0	3.71685E-1	3.35290E+2	3.00885E+2	3.02840E+2	2.96734E+2	2.96605E+2
9.48892E+3	2.72648E+0	3.71684E-1	3.35297E+2	3.00908E+2	3.02824E+2	2.96723E+2	2.96597E+2
9.48964E+3	2.72636E+0	3.71652E-1	3.35303E+2	3.00898E+2	3.02847E+2	2.96739E+2	2.96585E+2
9.49036E+3	2.72655E+0	3.71705E-1	3.35281E+2	3.00917E+2	3.02841E+2	2.96740E+2	2.96569E+2
9.49108E+3	2.72642E+0	3.71667E-1	3.35282E+2	3.00907E+2	3.02806E+2	2.96715E+2	2.96590E+2
9.49180E+3	2.72643E+0	3.71671E-1	3.35290E+2	3.00885E+2	3.02821E+2	2.96710E+2	2.96579E+2
9.49252E+3	2.72635E+0	3.71650E-1	3.35290E+2	3.00922E+2	3.02814E+2	2.96724E+2	2.96595E+2
9.49324E+3	2.72635E+0	3.71650E-1	3.35302E+2	3.00882E+2	3.02823E+2	2.96718E+2	2.96590E+2
9.49396E+3	2.72646E+0	3.71680E-1	3.35280E+2	3.00918E+2	3.02849E+2	2.96726E+2	2.96587E+2
9.49468E+3	2.72644E+0	3.71675E-1	3.35279E+2	3.00881E+2	3.02818E+2	2.96729E+2	2.96582E+2
9.49540E+3	2.72641E+0	3.71665E-1	3.35281E+2	3.00891E+2	3.02838E+2	2.96727E+2	2.96588E+2
9.49612E+3	2.72642E+0	3.71667E-1	3.35287E+2	3.00911E+2	3.02835E+2	2.96703E+2	2.96604E+2
9.49684E+3	2.72640E+0	3.71663E-1	3.35282E+2	3.00897E+2	3.02810E+2	2.96715E+2	2.96597E+2
9.49756E+3	2.72639E+0	3.71660E-1	3.35276E+2	3.00888E+2	3.02825E+2	2.96732E+2	2.96594E+2
9.49828E+3	2.72630E+0	3.71636E-1	3.35282E+2	3.00903E+2	3.02820E+2	2.96735E+2	2.96595E+2
9.49901E+3	2.72646E+0	3.71679E-1	3.35289E+2	3.00900E+2	3.02801E+2	2.96739E+2	2.96621E+2
9.49973E+3	2.72642E+0	3.71668E-1	3.35284E+2	3.00906E+2	3.02832E+2	2.96723E+2	2.96603E+2
9.50046E+3	2.72648E+0	3.71686E-1	3.35290E+2	3.00896E+2	3.02811E+2	2.96708E+2	2.96584E+2
9.50118E+3	2.72641E+0	3.71664E-1	3.35279E+2	3.00914E+2	3.02831E+2	2.96715E+2	2.96612E+2
9.50190E+3	2.72645E+0	3.71677E-1	3.35300E+2	3.00912E+2	3.02825E+2	2.96721E+2	2.96586E+2
9.50262E+3	2.72644E+0	3.71674E-1	3.35284E+2	3.00911E+2	3.02835E+2	2.96713E+2	2.96613E+2
9.50334E+3	2.72632E+0	3.71642E-1	3.35275E+2	3.00927E+2	3.02797E+2	2.96721E+2	2.96600E+2
9.50406E+3	2.72648E+0	3.71686E-1	3.35302E+2	3.00912E+2	3.02842E+2	2.96673E+2	2.96591E+2
9.50478E+3	2.72649E+0	3.71687E-1	3.35281E+2	3.00924E+2	3.02809E+2	2.96697E+2	2.96578E+2
9.50550E+3	2.72638E+0	3.71657E-1	3.35286E+2	3.00905E+2	3.02825E+2	2.96713E+2	2.96590E+2
9.50622E+3	2.72643E+0	3.71672E-1	3.35265E+2	3.00892E+2	3.02828E+2	2.96716E+2	2.96584E+2
9.50694E+3	2.72650E+0	3.71690E-1	3.35292E+2	3.00907E+2	3.02825E+2	2.96728E+2	2.96596E+2
9.50766E+3	2.72634E+0	3.71645E-1	3.35269E+2	3.00882E+2	3.02827E+2	2.96698E+2	2.96586E+2
9.50838E+3	2.72641E+0	3.71665E-1	3.35298E+2	3.00902E+2	3.02862E+2	2.96712E+2	2.96617E+2
9.50910E+3	2.72639E+0	3.71660E-1	3.35319E+2	3.00909E+2	3.02830E+2	2.96730E+2	2.96577E+2
9.50982E+3	2.72638E+0	3.71656E-1	3.35295E+2	3.00915E+2	3.02814E+2	2.96734E+2	2.96597E+2
9.51054E+3	2.72641E+0	3.71664E-1	3.35280E+2	3.00930E+2	3.02837E+2	2.96720E+2	2.96575E+2
9.51126E+3	2.72649E+0	3.71688E-1	3.35291E+2	3.00899E+2	3.02829E+2	2.96712E+2	2.96605E+2
9.51200E+3	2.72640E+0	3.71663E-1	3.35253E+2	3.00900E+2	3.02811E+2	2.96720E+2	2.96580E+2
9.51273E+3	2.72645E+0	3.71677E-1	3.35304E+2	3.00927E+2	3.02842E+2	2.96747E+2	2.96580E+2
9.51345E+3	2.72647E+0	3.71681E-1	3.35288E+2	3.00898E+2	3.02810E+2	2.96735E+2	2.96581E+2
9.51418E+3	2.72645E+0	3.71675E-1	3.35307E+2	3.00892E+2	3.02825E+2	2.96718E+2	2.96602E+2
9.51490E+3	2.72639E+0	3.71661E-1	3.35294E+2	3.00906E+2	3.02802E+2	2.96742E+2	2.96588E+2
9.51562E+3	2.72630E+0	3.71635E-1	3.35292E+2	3.00899E+2	3.02812E+2	2.96718E+2	2.96587E+2
9.51635E+3	2.72645E+0	3.71676E-1	3.35279E+2	3.00882E+2	3.02811E+2	2.96716E+2	2.96591E+2
9.51708E+3	2.72631E+0	3.71639E-1	3.35299E+2	3.00904E+2	3.02802E+2	2.96712E+2	2.96602E+2
9.51780E+3	2.72653E+0	3.71699E-1	3.35295E+2	3.00902E+2	3.02823E+2	2.96720E+2	2.96607E+2
9.51852E+3	2.72645E+0	3.71676E-1	3.35299E+2	3.00914E+2	3.02829E+2	2.96726E+2	2.96582E+2
9.51924E+3	2.72642E+0	3.71667E-1	3.35294E+2	3.00887E+2	3.02807E+2	2.96711E+2	2.96599E+2
9.51997E+3	2.72635E+0	3.71650E-1	3.35268E+2	3.00896E+2	3.02809E+2	2.96710E+2	2.96600E+2
9.52069E+3	2.72650E+0	3.71689E-1	3.35313E+2	3.00889E+2	3.02822E+2	2.96726E+2	2.96595E+2
9.52141E+3	2.72643E+0	3.71671E-1	3.35279E+2	3.00889E+2	3.02829E+2	2.96715E+2	2.96596E+2
9.52213E+3	2.72643E+0	3.71672E-1	3.35283E+2	3.00895E+2	3.02796E+2	2.96720E+2	2.96594E+2
9.52286E+3	2.72641E+0	3.71666E-1	3.35292E+2	3.00899E+2	3.02824E+2	2.96714E+2	2.96598E+2
9.52358E+3	2.72652E+0	3.71695E-1	3.35293E+2	3.00881E+2	3.02814E+2	2.96681E+2	2.96563E+2
9.52430E+3	2.72647E+0	3.71682E-1	3.35268E+2	3.00869E+2	3.02787E+2	2.96718E+2	2.96585E+2
9.52503E+3	2.72647E+0	3.71682E-1	3.35277E+2	3.00891E+2	3.02791E+2	2.96717E+2	2.96588E+2
9.52575E+3	2.72639E+0	3.71661E-1	3.35290E+2	3.00878E+2	3.02804E+2	2.96711E+2	2.96570E+2
9.52648E+3	2.72638E+0	3.71656E-1	3.35287E+2	3.00878E+2	3.02799E+2	2.96702E+2	2.96592E+2
9.52719E+3	2.72638E+0	3.71656E-1	3.35266E+2	3.00893E+2	3.02791E+2	2.96722E+2	2.96581E+2
9.52791E+3	2.72647E+0	3.71683E-1	3.35263E+2	3.00859E+2	3.02789E+2	2.96716E+2	2.96578E+2
9.52863E+3	2.72636E+0	3.71653E-1	3.35280E+2	3.00856E+2	3.02812E+2	2.96705E+2	2.96593E+2
9.52935E+3	2.72651E+0	3.71692E-1	3.35292E+2	3.00877E+2	3.02792E+2	2.96707E+2	2.96587E+2
9.53007E+3	2.72652E+0	3.71695E-1	3.35283E+2	3.00875E+2	3.02800E+2	2.96688E+2	2.96573E+2
9.53079E+3	2.72647E+0	3.71681E-1	3.35292E+2	3.00864E+2	3.02797E+2	2.96698E+2	2.96600E+2
9.53151E+3	2.72650E+0	3.71690E-1	3.35302E+2	3.00890E+2	3.02824E+2	2.96675E+2	2.96567E+2
9.53224E+3	2.72638E+0	3.71656E-1	3.35276E+2	3.00880E+2	3.02774E+2	2.96706E+2	2.96576E+2
9.53297E+3	2.72649E+0	3.71687E-1	3.35277E+2	3.00878E+2	3.02813E+2	2.96707E+2	2.96613E+2
9.53370E+3	2.72640E+0	3.71664E-1	3.35289E+2	3.00860E+2	3.02764E+2	2.96703E+2	2.96617E+2
9.53443E+3	2.72637E+0	3.71656E-1	3.35298E+2	3.00879E+2	3.02797E+2	2.96720E+2	2.96608E+2
9.53515E+3	2.72634E+0	3.71646E-1	3.35303E+2	3.00860E+2	3.02796E+2	2.96727E+2	2.96585E+2
9.53587E+3	2.72632E+0	3.71642E-1	3.35295E+2	3.00871E+2	3.02791E+2	2.96698E+2	2.96584E+2
9.53659E+3	2.72639E+0	3.71659E-1	3.35296E+2	3.00875E+2	3.02816E+2	2.96705E+2	2.96574E+2
9.53732E+3	2.72643E+0	3.71670E-1	3.35315E+2	3.00888E+2	3.02821E+2	2.96681E+2	2.96597E+2
9.53805E+3	2.72637E+0	3.71655E-1	3.35286E+2	3.00885E+2	3.02821E+2	2.96707E+2	2.96573E+2
9.53877E+3	2.72646E+0	3.71680E-1	3.35278E+2	3.00880E+2	3.02837E+2	2.96711E+2	2.96576E+2
9.53949E+3	2.72652E+0	3.71695E-1	3.35311E+2	3.00883E+2	3.02794E+2	2.96694E+2	2.96573E+2
9.54022E+3	2.72660E+0	3.71719E-1	3.35275E+2	3.00887E+2	3.02811E+2	2.96687E+2	2.96604E+2
9.54095E+3	2.72632E+0	3.71640E-1	3.35295E+2	3.00898E+2	3.02826E+2	2.96697E+2	2.96595E+2
9.54167E+3	2.72642E+0	3.71669E-1	3.35291E+2	3.00883E+2	3.02827E+2	2.96693E+2	2.96561E+2
9.54239E+3	2.72654E+0	3.71702E-1	3.35281E+2	3.00890E+2	3.02821E+2	2.96683E+2	2.96566E+2
9.54311E+3	2.72634E+0	3.71646E-1	3.35289E+2	3.00893E+2	3.02808E+2	2.96700E+2	2.96572E+2
9.54383E+3	2.72642E+0	3.71667E-1	3.35311E+2	3.00911E+2	3.02824E+2	2.96699E+2	2.96579E+2
9.54455E+3	2.72646E+0	3.71680E-1	3.35282E+2	3.00912E+2	3.02809E+2	2.96736E+2	2.96577E+2
9.54527E+3	2.72650E+0	3.71690E-1	3.35301E+2	3.00886E+2	3.02830E+2	2.96690E+2	2.96587E+2
9.54600E+3	2.72657E+0	3.71709E-1	3.35286E+2	3.00908E+2	3.02811E+2	2.96698E+2	2.96595E+2
9.54673E+3	2.72648E+0	3.71684E-1	3.35293E+2	3.00914E+2	3.02810E+2	2.96722E+2	2.96591E+2
9.54745E+3	2.72648E+0	3.71684E-1	3.35289E+2	3.00910E+2	3.02822E+2	2.96727E+2	2.96579E+2
9.54817E+3	2.72642E+0	3.71669E-1	3.35303E+2	3.00892E+2	3.02838E+2	2.96691E+2	2.96588E+2
9.54889E+3	2.72647E+0	3.71681E-1	3.35286E+2	3.00897E+2	3.02824E+2	2.96714E+2	2.96596E+2
9.54963E+3	2.72642E+0	3.71668E-1	3.35299E+2	3.00938E+2	3.02832E+2	2.96710E+2	2.96594E+2
9.55035E+3	2.72643E+0	3.71671E-1	3.35283E+2	3.00952E+2	3.02841E+2	2.96720E+2	2.96582E+2
9.55107E+3	2.72645E+0	3.71678E-1	3.35332E+2	3.00945E+2	3.02823E+2	2.96702E+2	2.96570E+2
9.55179E+3	2.72650E+0	3.71690E-1	3.35295E+2	3.00929E+2	3.02860E+2	2.96731E+2	2.96570E+2
9.55251E+3	2.72640E+0	3.71664E-1	3.35299E+2	3.00919E+2	3.02842E+2	2.96693E+2	2.96608E+2
9.55324E+3	2.72644E+0	3.71674E-1	3.35293E+2	3.00954E+2	3.02848E+2	2.96725E+2	2.96568E+2
9.55397E+3	2.72645E+0	3.71676E-1	3.35302E+2	3.00904E+2	3.02813E+2	2.96689E+2	2.96582E+2
9.55469E+3	2.72641E+0	3.71664E-1	3.35317E+2	3.00923E+2	3.02838E+2	2.96713E+2	2.96592E+2
9.55541E+3	2.72645E+0	3.71676E-1	3.35307E+2	3.00937E+2	3.02840E+2	2.96713E+2	2.96552E+2
9.55613E+3	2.72641E+0	3.71664E-1	3.35304E+2	3.00945E+2	3.02820E+2	2.96691E+2	2.96584E+2
9.55685E+3	2.72644E+0	3.71673E-1	3.35323E+2	3.00926E+2	3.02825E+2	2.96746E+2	2.96577E+2
9.55757E+3	2.72641E+0	3.71666E-1	3.35326E+2	3.00926E+2	3.02838E+2	2.96703E+2	2.96587E+2
9.55831E+3	2.72649E+0	3.71687E-1	3.35282E+2	3.00923E+2	3.02840E+2	2.96705E+2	2.96597E+2
9.55903E+3	2.72640E+0	3.71662E-1	3.35298E+2	3.00910E+2	3.02822E+2	2.96708E+2	2.96579E+2
9.55977E+3	2.72644E+0	3.71674E-1	3.35308E+2	3.00926E+2	3.02849E+2	2.96722E+2	2.96613E+2
9.56049E+3	2.72646E+0	3.71680E-1	3.35305E+2	3.00917E+2	3.02837E+2	2.96702E+2	2.96590E+2
9.56121E+3	2.72639E+0	3.71661E-1	3.35284E+2	3.00948E+2	3.02851E+2	2.96725E+2	2.96603E+2
9.56193E+3	2.72649E+0	3.71688E-1	3.35278E+2	3.00932E+2	3.02866E+2	2.96712E+2	2.96600E+2
9.56266E+3	2.72655E+0	3.71704E-1	3.35313E+2	3.00938E+2	3.02837E+2	2.96715E+2	2.96590E+2
9.56339E+3	2.72646E+0	3.71680E-1	3.35297E+2	3.00922E+2	3.02831E+2	2.96733E+2	2.96582E+2
9.56411E+3	2.72645E+0	3.71676E-1	3.35298E+2	3.00918E+2	3.02836E+2	2.96703E+2	2.96579E+2
9.56483E+3	2.72643E+0	3.71672E-1	3.35308E+2	3.00945E+2	3.02839E+2	2.96695E+2	2.96593E+2
9.56556E+3	2.72633E+0	3.71644E-1	3.35284E+2	3.00924E+2	3.02864E+2	2.96731E+2	2.96619E+2
9.56629E+3	2.72649E+0	3.71687E-1	3.35302E+2	3.00945E+2	3.02831E+2	2.96692E+2	2.96589E+2
9.56701E+3	2.72648E+0	3.71685E-1	3.35299E+2	3.00945E+2	3.02856E+2	2.96702E+2	2.96605E+2
9.56774E+3	2.72646E+0	3.71680E-1	3.35307E+2	3.00943E+2	3.02845E+2	2.96743E+2	2.96585E+2
9.56847E+3	2.72643E+0	3.71670E-1	3.35276E+2	3.00956E+2	3.02852E+2	2.96699E+2	2.96577E+2
9.56919E+3	2.72652E+0	3.71696E-1	3.35299E+2	3.00931E+2	3.02845E+2	2.96698E+2	2.96585E+2
9.56991E+3	2.72646E+0	3.71678E-1	3.35320E+2	3.00958E+2	3.02842E+2	2.96693E+2	2.96593E+2
9.57064E+3	2.72655E+0	3.71704E-1	3.35327E+2	3.00947E+2	3.02853E+2	2.96685E+2	2.96597E+2
9.57137E+3	2.72634E+0	3.71645E-1	3.35330E+2	3.00962E+2	3.02858E+2	2.96707E+2	2.96593E+2
9.57210E+3	2.72639E+0	3.71660E-1	3.35310E+2	3.00962E+2	3.02841E+2	2.96732E+2	2.96598E+2
9.57283E+3	2.72645E+0	3.71677E-1	3.35292E+2	3.00931E+2	3.02825E+2	2.96702E+2	2.96606E+2
9.57355E+3	2.72650E+0	3.71691E-1	3.35306E+2	3.00914E+2	3.02846E+2	2.96721E+2	2.96597E+2
9.57427E+3	2.72644E+0	3.71674E-1	3.35288E+2	3.00960E+2	3.02866E+2	2.96732E+2	2.96590E+2
9.57499E+3	2.72642E+0	3.71668E-1	3.35319E+2	3.00913E+2	3.02859E+2	2.96718E+2	2.96587E+2
9.57571E+3	2.72653E+0	3.71697E-1	3.35296E+2	3.00945E+2	3.02831E+2	2.96712E+2	2.96577E+2
9.57643E+3	2.72649E+0	3.71689E-1	3.35300E+2	3.00929E+2	3.02860E+2	2.96717E+2	2.96559E+2
9.57715E+3	2.72650E+0	3.71691E-1	3.35305E+2	3.00938E+2	3.02862E+2	2.96694E+2	2.96573E+2
9.57787E+3	2.72647E+0	3.71681E-1	3.35310E+2	3.00927E+2	3.02830E+2	2.96707E+2	2.96549E+2
9.57860E+3	2.72636E+0	3.71652E-1	3.35317E+2	3.00936E+2	3.02875E+2	2.96699E+2	2.96552E+2
9.57932E+3	2.72649E+0	3.71686E-1	3.35306E+2	3.00944E+2	3.02856E+2	2.96716E+2	2.96580E+2
9.58005E+3	2.72648E+0	3.71686E-1	3.35294E+2	3.00927E+2	3.02851E+2	2.96713E+2	2.96558E+2
9.58076E+3	2.72641E+0	3.71666E-1	3.35310E+2	3.00910E+2	3.02859E+2	2.96725E+2	2.96579E+2
9.58149E+3	2.72646E+0	3.71679E-1	3.35312E+2	3.00927E+2	3.02825E+2	2.96716E+2	2.96556E+2
9.58221E+3	2.72655E+0	3.71704E-1	3.35310E+2	3.00934E+2	3.02848E+2	2.96697E+2	2.96529E+2
9.58293E+3	2.72657E+0	3.71708E-1	3.35314E+2	3.00922E+2	3.02847E+2	2.96734E+2	2.96506E+2
9.58365E+3	2.72643E+0	3.71670E-1	3.35278E+2	3.00920E+2	3.02814E+2	2.96734E+2	2.96472E+2
9.58437E+3	2.72631E+0	3.71639E-1	3.35301E+2	3.00918E+2	3.02839E+2	2.96703E+2	2.96495E+2
9.58509E+3	2.72644E+0	3.71674E-1	3.35282E+2	3.00937E+2	3.02829E+2	2.96716E+2	2.96499E+2
9.58581E+3	2.72647E+0	3.71682E-1	3.35311E+2	3.00925E+2	3.02840E+2	2.96718E+2	2.96526E+2
9.58654E+3	2.72635E+0	3.71649E-1	3.35318E+2	3.00914E+2	3.02820E+2	2.96743E+2	2.96517E+2
9.58726E+3	2.72646E+0	3.71680E-1	3.35309E+2	3.00930E+2	3.02824E+2	2.96716E+2	2.96538E+2
9.58799E+3	2.72648E+0	3.71684E-1	3.35323E+2	3.00924E+2	3.02850E+2	2.96697E+2	2.96551E+2
9.58870E+3	2.72649E+0	3.71687E-1	3.35303E+2	3.00921E+2	3.02832E+2	2.96731E+2	2.96545E+2
9.58942E+3	2.72638E+0	3.71659E-1	3.35325E+2	3.00913E+2	3.02857E+2	2.96723E+2	2.96529E+2
9.59015E+3	2.72640E+0	3.71663E-1	3.35298E+2	3.00915E+2	3.02815E+2	2.96696E+2	2.96556E+2
9.59087E+3	2.72646E+0	3.71679E-1	3.35280E+2	3.00919E+2	3.02839E+2	2.96752E+2	2.96566E+2
9.59159E+3	2.72644E+0	3.71674E-1	3.35307E+2	3.00918E+2	3.02833E+2	2.96704E+2	2.96595E+2
9.59232E+3	2.72645E+0	3.71677E-1	3.35276E+2	3.00907E+2	3.02805E+2	2.96721E+2	2.96569E+2
9.59305E+3	2.72651E+0	3.71692E-1	3.35304E+2	3.00948E+2	3.02827E+2	2.96694E+2	2.96550E+2
9.59377E+3	2.72635E+0	3.71648E-1	3.35295E+2	3.00902E+2	3.02832E+2	2.96727E+2	2.96551E+2
9.59449E+3	2.72648E+0	3.71685E-1	3.35305E+2	3.00911E+2	3.02835E+2	2.96687E+2	2.96582E+2
9.59521E+3	2.72646E+0	3.71679E-1	3.35298E+2	3.00896E+2	3.02836E+2	2.96715E+2	2.96570E+2
9.59592E+3	2.72640E+0	3.71664E-1	3.35290E+2	3.00907E+2	3.02822E+2	2.96704E+2	2.96545E+2
9.59664E+3	2.72643E+0	3.71671E-1	3.35302E+2	3.00910E+2	3.02807E+2	2.96720E+2	2.96533E+2
9.59736E+3	2.72649E+0	3.71688E-1	3.35310E+2	3.00926E+2	3.02831E+2	2.96699E+2	2.96519E+2
9.59809E+3	2.72649E+0	3.71687E-1	3.35296E+2	3.00895E+2	3.02827E+2	2.96698E+2	2.96525E+2
9.59882E+3	2.72652E+0	3.71697E-1	3.35305E+2	3.00894E+2	3.02819E+2	2.96714E+2	2.96542E+2
9.59955E+3	2.72647E+0	3.71683E-1	3.35297E+2	3.00903E+2	3.02852E+2	2.96708E+2	2.96519E+2
9.60027E+3	2.72654E+0	3.71701E-1	3.35294E+2	3.00891E+2	3.02831E+2	2.96714E+2	2.96532E+2
9.60100E+3	2.72642E+0	3.71669E-1	3.35292E+2	3.00895E+2	3.02808E+2	2.96720E+2	2.96544E+2
9.60172E+3	2.72652E+0	3.71694E-1	3.35292E+2	3.00926E+2	3.02842E+2	2.96717E+2	2.96550E+2
9.60245E+3	2.72643E+0	3.71671E-1	3.35312E+2	3.00899E+2	3.02812E+2	2.96690E+2	2.96528E+2
9.60316E+3	2.72643E+0	3.71672E-1	3.35306E+2	3.00918E+2	3.02834E+2	2.96703E+2	2.96517E+2
9.60388E+3	2.72651E+0	3.71692E-1	3.35284E+2	3.00895E+2	3.02815E+2	2.96699E+2	2.96541E+2
9.60460E+3	2.72638E+0	3.71657E-1	3.35298E+2	3.00900E+2	3.02828E+2	2.96708E+2	2.96529E+2
9.60532E+3	2.72630E+0	3.71635E-1	3.35297E+2	3.00910E+2	3.02839E+2	2.96703E+2	2.96552E+2
9.60604E+3	2.72644E+0	3.71674E-1	3.35284E+2	3.00881E+2	3.02838E+2	2.96708E+2	2.96534E+2
9.60676E+3	2.72639E+0	3.71660E-1	3.35295E+2	3.00888E+2	3.02820E+2	2.96732E+2	2.96534E+2
9.60749E+3	2.72642E+0	3.71669E-1	3.35263E+2	3.00895E+2	3.02843E+2	2.96705E+2	2.96571E+2
9.60821E+3	2.72656E+0	3.71707E-1	3.35284E+2	3.00900E+2	3.02840E+2	2.96710E+2	2.96593E+2
9.60892E+3	2.72639E+0	3.71661E-1	3.35287E+2	3.00885E+2	3.02826E+2	2.96697E+2	2.96561E+2
9.60965E+3	2.72636E+0	3.71651E-1	3.35302E+2	3.00896E+2	3.02823E+2	2.96691E+2	2.96551E+2
9.61036E+3	2.72653E+0	3.71697E-1	3.35269E+2	3.00876E+2	3.02841E+2	2.96694E+2	2.96554E+2
9.61108E+3	2.72655E+0	3.71703E-1	3.35317E+2	3.00875E+2	3.02820E+2	2.96708E+2	2.96582E+2
9.61180E+3	2.72633E+0	3.71644E-1	3.35282E+2	3.00906E+2	3.02815E+2	2.96686E+2	2.96567E+2
9.61253E+3	2.72640E+0	3.71663E-1	3.35298E+2	3.00882E+2	3.02827E+2	2.96676E+2	2.96542E+2
9.61326E+3	2.72649E+0	3.71688E-1	3.35292E+2	3.00912E+2	3.02808E+2	2.96715E+2	2.96550E+2
9.61398E+3	2.72643E+0	3.71672E-1	3.35298E+2	3.00910E+2	3.02844E+2	2.96707E+2	2.96555E+2
9.61470E+3	2.72656E+0	3.71706E-1	3.35293E+2	3.00887E+2	3.02805E+2	2.96687E+2	2.96549E+2
9.61542E+3	2.72640E+0	3.71662E-1	3.35291E+2	3.00898E+2	3.02803E+2	2.96704E+2	2.96555E+2
9.61615E+3	2.72642E+0	3.71669E-1	3.35310E+2	3.00879E+2	3.02833E+2	2.96700E+2	2.96538E+2
9.61688E+3	2.72641E+0	3.71665E-1	3.35280E+2	3.00927E+2	3.02817E+2	2.96704E+2	2.96559E+2
9.61760E+3	2.72642E+0	3.71668E-1	3.35293E+2	3.00885E+2	3.02831E+2	2.96681E+2	2.96565E+2
9.61832E+3	2.72641E+0	3.71666E-1	3.35297E+2	3.00894E+2	3.02822E+2	2.96692E+2	2.96557E+2
9.61904E+3	2.72649E+0	3.71687E-1	3.35282E+2	3.00899E+2	3.02840E+2	2.96705E+2	2.96551E+2
9.61976E+3	2.72657E+0	3.71709E-1	3.35279E+2	3.00884E+2	3.02802E+2	2.96687E+2	2.96564E+2
9.62049E+3	2.72642E+0	3.71667E-1	3.35309E+2	3.00897E+2	3.02827E+2	2.96718E+2	2.96565E+2
9.62122E+3	2.72634E+0	3.71646E-1	3.35302E+2	3.00891E+2	3.02823E+2	2.96708E+2	2.96565E+2
9.62194E+3	2.72644E+0	3.71675E-1	3.35297E+2	3.00889E+2	3.02808E+2	2.96708E+2	2.96558E+2
9.62266E+3	2.72646E+0	3.71678E-1	3.35312E+2	3.00897E+2	3.02827E+2	2.96708E+2	2.96533E+2
9.62338E+3	2.72643E+0	3.71670E-1	3.35292E+2	3.00882E+2	3.02818E+2	2.96724E+2	2.96570E+2
9.62410E+3	2.72634E+0	3.71648E-1	3.35294E+2	3.00916E+2	3.02813E+2	2.96712E+2	2.96579E+2
9.62482E+3	2.72650E+0	3.71690E-1	3.35291E+2	3.00903E+2	3.02812E+2	2.96711E+2	2.96580E+2
9.62554E+3	2.72643E+0	3.71670E-1	3.35304E+2	3.00891E+2	3.02812E+2	2.96708E+2	2.96573E+2
9.62626E+3	2.72644E+0	3.71674E-1	3.35309E+2	3.00899E+2	3.02823E+2	2.96702E+2	2.96553E+2
9.62698E+3	2.72644E+0	3.71675E-1	3.35296E+2	3.00906E+2	3.02855E+2	2.96692E+2	2.96562E+2
9.62770E+3	2.72648E+0	3.71684E-1	3.35287E+2	3.00912E+2	3.02800E+2	2.96713E+2	2.96580E+2
9.62842E+3	2.72646E+0	3.71678E-1	3.35286E+2	3.00899E+2	3.02812E+2	2.96712E+2	2.96559E+2
9.62914E+3	2.72655E+0	3.71704E-1	3.35291E+2	3.00910E+2	3.02833E+2	2.96710E+2	2.96562E+2
9.62986E+3	2.72647E+0	3.71682E-1	3.35308E+2	3.00881E+2	3.02798E+2	2.96707E+2	2.96574E+2
9.63058E+3	2.72641E+0	3.71666E-1	3.35277E+2	3.00873E+2	3.02813E+2	2.96695E+2	2.96569E+2
9.63130E+3	2.72639E+0	3.71661E-1	3.35290E+2	3.00886E+2	3.02782E+2	2.96706E+2	2.96566E+2
9.63202E+3	2.72630E+0	3.71636E-1	3.35295E+2	3.00900E+2	3.02814E+2	2.96698E+2	2.96554E+2
9.63275E+3	2.72640E+0	3.71663E-1	3.35280E+2	3.00903E+2	3.02781E+2	2.96683E+2	2.96564E+2
9.63348E+3	2.72647E+0	3.71681E-1	3.35317E+2	3.00911E+2	3.02801E+2	2.96726E+2	2.96575E+2
9.63420E+3	2.72639E+0	3.71659E-1	3.35313E+2	3.00901E+2	3.02832E+2	2.96674E+2	2.96576E+2
9.63493E+3	2.72648E+0	3.71685E-1	3.35288E+2	3.00901E+2	3.02804E+2	2.96703E+2	2.96570E+2
9.63566E+3	2.72638E+0	3.71658E-1	3.35317E+2	3.00888E+2	3.02806E+2	2.96682E+2	2.96563E+2
9.63638E+3	2.72647E+0	3.71683E-1	3.35302E+2	3.00892E+2	3.02823E+2	2.96687E+2	2.96572E+2
9.63710E+3	2.72651E+0	3.71692E-1	3.35292E+2	3.00891E+2	3.02810E+2	2.96681E+2	2.96548E+2
9.63782E+3	2.72646E+0	3.71680E-1	3.35325E+2	3.00913E+2	3.02822E+2	2.96683E+2	2.96560E+2
9.63854E+3	2.72648E+0	3.71684E-1	3.35270E+2	3.00879E+2	3.02791E+2	2.96716E+2	2.96551E+2
9.63926E+3	2.72648E+0	3.71684E-1	3.35282E+2	3.00896E+2	3.02819E+2	2.96693E+2	2.96585E+2
9.63999E+3	2.72643E+0	3.71672E-1	3.35291E+2	3.00910E+2	3.02833E+2	2.96696E+2	2.96539E+2
9.64072E+3	2.72652E+0	3.71695E-1	3.35299E+2	3.00908E+2	3.02817E+2	2.96715E+2	2.96543E+2
9.64144E+3	2.72647E+0	3.71682E-1	3.35326E+2	3.00882E+2	3.02803E+2	2.96699E+2	2.96560E+2
