#date: 05.12.2020	time: 19:27:40
#time, s	VRes, V	P, W	Tin, K	Tmid, K	, Tmid2,K	, Tsur,K	Twat, K
2.51800E+0	2.14940E-5	2.30996E-11	2.97356E+2	2.97940E+2	2.97652E+2	2.99463E+2	3.00487E+2
4.21000E+0	2.07178E-5	2.14614E-11	2.97343E+2	2.97911E+2	2.97665E+2	2.99422E+2	3.00483E+2
4.93700E+0	2.11019E-5	2.22644E-11	2.97332E+2	2.97914E+2	2.97668E+2	2.99422E+2	3.00495E+2
5.65600E+0	2.17494E-5	2.36518E-11	2.97310E+2	2.97908E+2	2.97677E+2	2.99439E+2	3.00482E+2
6.38400E+0	2.07127E-5	2.14507E-11	2.97297E+2	2.97923E+2	2.97659E+2	2.99428E+2	3.00510E+2
7.11100E+0	2.18451E-5	2.38604E-11	2.97262E+2	2.97906E+2	2.97660E+2	2.99459E+2	3.00470E+2
7.83900E+0	2.00398E-5	2.00796E-11	2.97259E+2	2.97908E+2	2.97667E+2	2.99427E+2	3.00459E+2
8.56400E+0	2.08272E-5	2.16885E-11	2.97240E+2	2.97950E+2	2.97653E+2	2.99434E+2	3.00492E+2
9.29100E+0	2.07583E-5	2.15453E-11	2.97223E+2	2.97939E+2	2.97657E+2	2.99455E+2	3.00479E+2
1.00160E+1	2.01277E-5	2.02563E-11	2.97231E+2	2.97909E+2	2.97675E+2	2.99476E+2	3.00473E+2
1.07380E+1	2.10508E-5	2.21569E-11	2.97205E+2	2.97954E+2	2.97678E+2	2.99449E+2	3.00466E+2
1.14570E+1	2.00366E-5	2.00732E-11	2.97169E+2	2.97930E+2	2.97666E+2	2.99445E+2	3.00476E+2
1.21770E+1	2.02290E-5	2.04607E-11	2.97174E+2	2.97932E+2	2.97673E+2	2.99446E+2	3.00473E+2
1.28970E+1	2.00450E-5	2.00900E-11	2.97176E+2	2.97915E+2	2.97675E+2	2.99460E+2	3.00475E+2
1.36160E+1	1.87282E-5	1.75373E-11	2.97152E+2	2.97947E+2	2.97702E+2	2.99463E+2	3.00479E+2
1.43430E+1	1.99749E-5	1.99499E-11	2.97135E+2	2.97934E+2	2.97666E+2	2.99446E+2	3.00471E+2
1.50710E+1	1.90791E-5	1.82005E-11	2.97106E+2	2.97917E+2	2.97700E+2	2.99437E+2	3.00460E+2
1.57980E+1	1.89347E-5	1.79262E-11	2.97121E+2	2.97948E+2	2.97696E+2	2.99450E+2	3.00469E+2
1.65250E+1	1.87789E-5	1.76324E-11	2.97111E+2	2.97963E+2	2.97673E+2	2.99475E+2	3.00468E+2
1.72530E+1	1.84312E-5	1.69854E-11	2.97081E+2	2.97949E+2	2.97680E+2	2.99474E+2	3.00477E+2
1.79750E+1	1.86322E-5	1.73580E-11	2.97065E+2	2.97958E+2	2.97658E+2	2.99451E+2	3.00467E+2
1.86950E+1	1.82916E-5	1.67291E-11	2.97056E+2	2.97949E+2	2.97706E+2	2.99445E+2	3.00466E+2
1.94160E+1	1.96371E-5	1.92808E-11	2.97050E+2	2.97955E+2	2.97676E+2	2.99437E+2	3.00446E+2
2.01360E+1	1.83145E-5	1.67711E-11	2.97038E+2	2.97942E+2	2.97693E+2	2.99439E+2	3.00455E+2
2.08640E+1	1.85260E-5	1.71606E-11	2.97007E+2	2.97954E+2	2.97683E+2	2.99463E+2	3.00462E+2
2.15880E+1	1.83050E-5	1.67536E-11	2.96990E+2	2.97964E+2	2.97723E+2	2.99453E+2	3.00462E+2
2.23150E+1	1.86460E-5	1.73837E-11	2.96984E+2	2.97937E+2	2.97673E+2	2.99472E+2	3.00446E+2
2.30360E+1	1.78300E-5	1.58954E-11	2.96995E+2	2.97984E+2	2.97697E+2	2.99460E+2	3.00448E+2
2.37560E+1	1.72976E-5	1.49603E-11	2.96989E+2	2.97975E+2	2.97686E+2	2.99434E+2	3.00441E+2
2.44820E+1	1.74810E-5	1.52792E-11	2.96976E+2	2.97961E+2	2.97711E+2	2.99444E+2	3.00464E+2
2.52080E+1	1.79649E-5	1.61369E-11	2.96950E+2	2.97938E+2	2.97702E+2	2.99447E+2	3.00475E+2
2.59390E+1	1.76303E-5	1.55414E-11	2.96960E+2	2.97963E+2	2.97693E+2	2.99450E+2	3.00479E+2
2.66550E+1	1.68000E-5	1.41120E-11	2.96922E+2	2.97981E+2	2.97715E+2	2.99437E+2	3.00474E+2
2.73750E+1	1.71929E-5	1.47797E-11	2.96930E+2	2.97966E+2	2.97708E+2	2.99469E+2	3.00426E+2
2.81020E+1	1.70009E-5	1.44515E-11	2.96899E+2	2.97981E+2	2.97695E+2	2.99448E+2	3.00440E+2
2.88260E+1	1.75744E-5	1.54430E-11	2.96891E+2	2.97984E+2	2.97715E+2	2.99467E+2	3.00440E+2
2.95500E+1	1.79202E-5	1.60567E-11	2.96880E+2	2.97960E+2	2.97717E+2	2.99479E+2	3.00462E+2
3.02760E+1	1.73325E-5	1.50207E-11	2.96887E+2	2.97963E+2	2.97715E+2	2.99456E+2	3.00452E+2
3.10010E+1	1.74683E-5	1.52571E-11	2.96858E+2	2.97960E+2	2.97715E+2	2.99451E+2	3.00451E+2
3.17270E+1	1.81420E-5	1.64567E-11	2.96841E+2	2.97988E+2	2.97730E+2	2.99472E+2	3.00454E+2
3.24460E+1	1.64099E-5	1.34642E-11	2.96840E+2	2.97957E+2	2.97724E+2	2.99458E+2	3.00472E+2
3.31680E+1	1.62433E-5	1.31922E-11	2.96840E+2	2.97972E+2	2.97712E+2	2.99479E+2	3.00469E+2
3.38950E+1	1.67638E-5	1.40512E-11	2.96823E+2	2.97985E+2	2.97719E+2	2.99457E+2	3.00478E+2
3.46200E+1	1.71395E-5	1.46881E-11	2.96818E+2	2.98000E+2	2.97737E+2	2.99439E+2	3.00480E+2
3.53450E+1	1.65482E-5	1.36921E-11	2.96798E+2	2.97979E+2	2.97763E+2	2.99447E+2	3.00464E+2
3.60670E+1	1.76006E-5	1.54890E-11	2.96792E+2	2.98003E+2	2.97735E+2	2.99453E+2	3.00441E+2
3.67950E+1	1.72879E-5	1.49436E-11	2.96785E+2	2.98017E+2	2.97734E+2	2.99450E+2	3.00458E+2
3.75200E+1	1.59288E-5	1.26864E-11	2.96755E+2	2.97993E+2	2.97719E+2	2.99444E+2	3.00453E+2
3.82470E+1	1.63127E-5	1.33051E-11	2.96768E+2	2.97980E+2	2.97748E+2	2.99467E+2	3.00458E+2
3.89650E+1	1.67725E-5	1.40658E-11	2.96761E+2	2.98001E+2	2.97753E+2	2.99484E+2	3.00446E+2
3.96850E+1	1.63436E-5	1.33557E-11	2.96759E+2	2.98009E+2	2.97772E+2	2.99461E+2	3.00470E+2
4.04040E+1	1.61177E-5	1.29891E-11	2.96767E+2	2.98017E+2	2.97751E+2	2.99455E+2	3.00428E+2
4.11260E+1	1.62272E-5	1.31661E-11	2.96741E+2	2.97998E+2	2.97755E+2	2.99478E+2	3.00463E+2
4.18530E+1	1.61188E-5	1.29908E-11	2.96735E+2	2.98011E+2	2.97739E+2	2.99444E+2	3.00440E+2
4.25740E+1	1.67595E-5	1.40440E-11	2.96729E+2	2.98000E+2	2.97741E+2	2.99415E+2	3.00443E+2
4.32990E+1	1.58611E-5	1.25788E-11	2.96708E+2	2.98006E+2	2.97735E+2	2.99450E+2	3.00478E+2
4.40250E+1	1.51664E-5	1.15010E-11	2.96698E+2	2.98017E+2	2.97748E+2	2.99446E+2	3.00452E+2
4.47450E+1	1.56149E-5	1.21912E-11	2.96704E+2	2.98023E+2	2.97761E+2	2.99434E+2	3.00466E+2
4.54650E+1	1.50155E-5	1.12733E-11	2.96710E+2	2.98032E+2	2.97752E+2	2.99438E+2	3.00475E+2
4.61860E+1	1.63410E-5	1.33514E-11	2.96698E+2	2.98017E+2	2.97759E+2	2.99450E+2	3.00444E+2
4.69130E+1	1.53130E-5	1.17243E-11	2.96658E+2	2.98026E+2	2.97738E+2	2.99413E+2	3.00416E+2
4.76410E+1	1.49886E-5	1.12329E-11	2.96665E+2	2.97997E+2	2.97742E+2	2.99443E+2	3.00429E+2
4.83790E+1	1.62577E-5	1.32157E-11	2.96660E+2	2.98003E+2	2.97741E+2	2.99434E+2	3.00455E+2
4.91040E+1	1.52640E-5	1.16495E-11	2.96638E+2	2.98020E+2	2.97745E+2	2.99452E+2	3.00442E+2
4.98320E+1	1.52485E-5	1.16258E-11	2.96629E+2	2.97996E+2	2.97748E+2	2.99448E+2	3.00428E+2
5.05590E+1	1.55108E-5	1.20293E-11	2.96624E+2	2.97999E+2	2.97739E+2	2.99438E+2	3.00476E+2
5.12850E+1	1.47324E-5	1.08522E-11	2.96597E+2	2.98040E+2	2.97742E+2	2.99446E+2	3.00430E+2
5.20110E+1	1.53018E-5	1.17072E-11	2.96607E+2	2.98010E+2	2.97760E+2	2.99457E+2	3.00448E+2
5.27310E+1	1.51307E-5	1.14469E-11	2.96607E+2	2.98013E+2	2.97731E+2	2.99436E+2	3.00435E+2
5.34510E+1	1.46007E-5	1.06591E-11	2.96594E+2	2.97994E+2	2.97758E+2	2.99443E+2	3.00463E+2
5.41790E+1	1.46471E-5	1.07268E-11	2.96599E+2	2.98002E+2	2.97746E+2	2.99438E+2	3.00462E+2
5.49020E+1	1.57490E-5	1.24016E-11	2.96588E+2	2.98019E+2	2.97770E+2	2.99443E+2	3.00459E+2
5.56220E+1	1.52228E-5	1.15867E-11	2.96584E+2	2.98002E+2	2.97757E+2	2.99432E+2	3.00434E+2
5.63420E+1	1.54334E-5	1.19095E-11	2.96571E+2	2.98003E+2	2.97732E+2	2.99439E+2	3.00444E+2
5.70640E+1	1.47538E-5	1.08838E-11	2.96596E+2	2.97996E+2	2.97740E+2	2.99467E+2	3.00445E+2
5.77930E+1	1.45762E-5	1.06233E-11	2.96557E+2	2.98032E+2	2.97739E+2	2.99441E+2	3.00460E+2
5.85110E+1	1.43951E-5	1.03610E-11	2.96563E+2	2.98011E+2	2.97756E+2	2.99458E+2	3.00463E+2
5.92310E+1	1.60326E-5	1.28522E-11	2.96551E+2	2.98030E+2	2.97758E+2	2.99435E+2	3.00439E+2
5.99510E+1	1.50053E-5	1.12579E-11	2.96558E+2	2.98004E+2	2.97777E+2	2.99447E+2	3.00444E+2
6.06710E+1	1.26095E-5	7.94992E-12	2.96535E+2	2.98059E+2	2.97759E+2	2.99428E+2	3.00434E+2
6.13980E+1	1.37730E-5	9.48481E-12	2.96535E+2	2.98000E+2	2.97760E+2	2.99454E+2	3.00438E+2
6.21210E+1	1.44855E-5	1.04915E-11	2.96495E+2	2.98016E+2	2.97760E+2	2.99415E+2	3.00457E+2
6.28410E+1	1.41167E-5	9.96410E-12	2.96529E+2	2.98010E+2	2.97749E+2	2.99394E+2	3.00432E+2
6.35620E+1	1.47795E-5	1.09217E-11	2.96507E+2	2.97998E+2	2.97756E+2	2.99446E+2	3.00425E+2
6.42820E+1	1.35190E-5	9.13817E-12	2.96491E+2	2.98007E+2	2.97762E+2	2.99427E+2	3.00441E+2
6.50030E+1	1.25860E-5	7.92040E-12	2.96506E+2	2.98017E+2	2.97741E+2	2.99458E+2	3.00421E+2
6.57310E+1	1.38674E-5	9.61519E-12	2.96512E+2	2.98048E+2	2.97753E+2	2.99441E+2	3.00402E+2
6.64490E+1	1.32917E-5	8.83346E-12	2.96489E+2	2.98013E+2	2.97757E+2	2.99443E+2	3.00405E+2
6.71710E+1	1.52362E-5	1.16072E-11	2.96479E+2	2.98013E+2	2.97783E+2	2.99453E+2	3.00426E+2
6.78960E+1	1.37644E-5	9.47289E-12	2.96479E+2	2.98019E+2	2.97756E+2	2.99432E+2	3.00401E+2
6.86210E+1	1.35116E-5	9.12817E-12	2.96457E+2	2.97999E+2	2.97755E+2	2.99443E+2	3.00416E+2
6.93410E+1	1.42335E-5	1.01296E-11	2.96483E+2	2.98018E+2	2.97759E+2	2.99462E+2	3.00430E+2
7.00600E+1	1.41319E-5	9.98549E-12	2.96454E+2	2.98014E+2	2.97767E+2	2.99443E+2	3.00427E+2
7.07810E+1	1.39181E-5	9.68571E-12	2.96430E+2	2.98018E+2	2.97780E+2	2.99437E+2	3.00421E+2
7.15010E+1	1.30426E-5	8.50544E-12	2.96432E+2	2.98024E+2	2.97752E+2	2.99439E+2	3.00427E+2
7.22220E+1	1.36802E-5	9.35734E-12	2.96421E+2	2.98024E+2	2.97773E+2	2.99453E+2	3.00427E+2
7.29420E+1	1.39565E-5	9.73920E-12	2.96423E+2	2.98006E+2	2.97773E+2	2.99451E+2	3.00420E+2
7.36690E+1	1.34966E-5	9.10795E-12	2.96458E+2	2.98035E+2	2.97770E+2	2.99446E+2	3.00440E+2
7.43890E+1	1.37700E-5	9.48071E-12	2.96395E+2	2.98005E+2	2.97781E+2	2.99445E+2	3.00402E+2
7.51150E+1	1.35561E-5	9.18833E-12	2.96424E+2	2.98028E+2	2.97787E+2	2.99453E+2	3.00427E+2
7.58400E+1	1.41331E-5	9.98724E-12	2.96383E+2	2.98068E+2	2.97773E+2	2.99428E+2	3.00425E+2
7.65610E+1	1.36466E-5	9.31147E-12	2.96403E+2	2.98003E+2	2.97771E+2	2.99452E+2	3.00438E+2
7.72810E+1	1.36216E-5	9.27744E-12	2.96401E+2	2.98025E+2	2.97788E+2	2.99468E+2	3.00429E+2
7.80010E+1	1.27208E-5	8.09089E-12	2.96407E+2	2.98040E+2	2.97770E+2	2.99450E+2	3.00432E+2
7.87210E+1	1.24446E-5	7.74339E-12	2.96374E+2	2.98023E+2	2.97793E+2	2.99439E+2	3.00443E+2
7.94400E+1	1.27242E-5	8.09524E-12	2.96381E+2	2.98023E+2	2.97785E+2	2.99442E+2	3.00455E+2
8.01600E+1	1.32577E-5	8.78830E-12	2.96378E+2	2.98062E+2	2.97782E+2	2.99461E+2	3.00453E+2
8.08810E+1	1.31276E-5	8.61675E-12	2.96384E+2	2.98057E+2	2.97789E+2	2.99441E+2	3.00447E+2
8.16000E+1	1.24590E-5	7.76134E-12	2.96363E+2	2.98038E+2	2.97787E+2	2.99459E+2	3.00421E+2
8.23200E+1	1.35374E-5	9.16311E-12	2.96379E+2	2.98038E+2	2.97805E+2	2.99442E+2	3.00436E+2
8.30490E+1	1.35994E-5	9.24719E-12	2.96339E+2	2.98060E+2	2.97798E+2	2.99438E+2	3.00447E+2
8.37750E+1	1.29492E-5	8.38415E-12	2.96343E+2	2.98060E+2	2.97813E+2	2.99436E+2	3.00456E+2
8.44990E+1	1.25617E-5	7.88985E-12	2.96368E+2	2.98062E+2	2.97782E+2	2.99447E+2	3.00445E+2
8.52200E+1	1.31946E-5	8.70490E-12	2.96352E+2	2.98064E+2	2.97791E+2	2.99477E+2	3.00459E+2
8.59410E+1	1.28842E-5	8.30011E-12	2.96341E+2	2.98051E+2	2.97803E+2	2.99453E+2	3.00445E+2
8.66670E+1	1.27809E-5	8.16751E-12	2.96333E+2	2.98059E+2	2.97801E+2	2.99449E+2	3.00443E+2
8.73880E+1	1.32987E-5	8.84273E-12	2.96333E+2	2.98074E+2	2.97774E+2	2.99439E+2	3.00456E+2
8.81130E+1	1.24994E-5	7.81169E-12	2.96345E+2	2.98039E+2	2.97791E+2	2.99453E+2	3.00451E+2
8.88380E+1	1.26573E-5	8.01036E-12	2.96320E+2	2.98071E+2	2.97815E+2	2.99447E+2	3.00458E+2
8.95590E+1	1.26588E-5	8.01227E-12	2.96336E+2	2.98046E+2	2.97795E+2	2.99492E+2	3.00436E+2
9.02800E+1	1.27419E-5	8.11785E-12	2.96334E+2	2.98081E+2	2.97818E+2	2.99432E+2	3.00461E+2
9.10190E+1	1.35554E-5	9.18741E-12	2.96307E+2	2.98088E+2	2.97797E+2	2.99440E+2	3.00461E+2
9.17380E+1	1.35183E-5	9.13721E-12	2.96291E+2	2.98068E+2	2.97818E+2	2.99463E+2	3.00471E+2
9.24590E+1	1.28377E-5	8.24034E-12	2.96305E+2	2.98055E+2	2.97809E+2	2.99446E+2	3.00452E+2
9.31780E+1	1.30019E-5	8.45248E-12	2.96298E+2	2.98067E+2	2.97831E+2	2.99431E+2	3.00472E+2
9.39000E+1	1.15073E-5	6.62084E-12	2.96283E+2	2.98070E+2	2.97829E+2	2.99440E+2	3.00455E+2
9.46180E+1	1.20874E-5	7.30523E-12	2.96270E+2	2.98059E+2	2.97816E+2	2.99428E+2	3.00467E+2
9.53390E+1	1.21886E-5	7.42806E-12	2.96331E+2	2.98047E+2	2.97818E+2	2.99432E+2	3.00425E+2
9.60660E+1	1.18559E-5	7.02812E-12	2.96259E+2	2.98074E+2	2.97811E+2	2.99444E+2	3.00475E+2
9.67930E+1	1.21279E-5	7.35426E-12	2.96266E+2	2.98059E+2	2.97805E+2	2.99449E+2	3.00423E+2
9.75160E+1	1.14930E-5	6.60451E-12	2.96307E+2	2.98055E+2	2.97805E+2	2.99432E+2	3.00463E+2
9.82380E+1	1.24169E-5	7.70897E-12	2.96295E+2	2.98088E+2	2.97803E+2	2.99440E+2	3.00425E+2
9.89590E+1	1.16428E-5	6.77778E-12	2.96280E+2	2.98073E+2	2.97834E+2	2.99453E+2	3.00441E+2
9.96850E+1	1.22820E-5	7.54233E-12	2.96276E+2	2.98066E+2	2.97804E+2	2.99395E+2	3.00418E+2
1.00405E+2	1.18725E-5	7.04779E-12	2.96247E+2	2.98052E+2	2.97815E+2	2.99413E+2	3.00442E+2
1.01125E+2	1.14502E-5	6.55538E-12	2.96268E+2	2.98042E+2	2.97826E+2	2.99434E+2	3.00435E+2
1.01852E+2	1.19099E-5	7.09224E-12	2.96247E+2	2.98042E+2	2.97798E+2	2.99407E+2	3.00419E+2
1.02577E+2	1.18398E-5	7.00905E-12	2.96276E+2	2.98074E+2	2.97829E+2	2.99425E+2	3.00417E+2
1.03299E+2	1.17174E-5	6.86484E-12	2.96251E+2	2.98063E+2	2.97821E+2	2.99392E+2	3.00437E+2
1.04026E+2	1.20725E-5	7.28724E-12	2.96243E+2	2.98056E+2	2.97791E+2	2.99426E+2	3.00433E+2
1.04756E+2	1.21457E-5	7.37590E-12	2.96243E+2	2.98057E+2	2.97826E+2	2.99406E+2	3.00431E+2
1.05476E+2	1.22503E-5	7.50347E-12	2.96230E+2	2.98098E+2	2.97827E+2	2.99399E+2	3.00429E+2
1.06197E+2	1.23142E-5	7.58192E-12	2.96199E+2	2.98047E+2	2.97820E+2	2.99392E+2	3.00429E+2
1.06925E+2	1.27119E-5	8.07964E-12	2.96227E+2	2.98059E+2	2.97814E+2	2.99402E+2	3.00421E+2
1.07644E+2	1.26140E-5	7.95568E-12	2.96226E+2	2.98089E+2	2.97826E+2	2.99416E+2	3.00426E+2
1.08371E+2	1.32568E-5	8.78713E-12	2.96209E+2	2.98076E+2	2.97815E+2	2.99392E+2	3.00409E+2
1.09097E+2	1.21582E-5	7.39114E-12	2.96216E+2	2.98045E+2	2.97821E+2	2.99387E+2	3.00396E+2
1.09816E+2	1.18461E-5	7.01656E-12	2.96185E+2	2.98059E+2	2.97826E+2	2.99379E+2	3.00447E+2
1.10535E+2	1.23503E-5	7.62649E-12	2.96218E+2	2.98070E+2	2.97825E+2	2.99389E+2	3.00433E+2
1.11256E+2	1.16348E-5	6.76841E-12	2.96205E+2	2.98052E+2	2.97809E+2	2.99372E+2	3.00400E+2
1.11984E+2	1.11684E-5	6.23665E-12	2.96227E+2	2.98054E+2	2.97813E+2	2.99380E+2	3.00422E+2
1.12704E+2	1.27564E-5	8.13624E-12	2.96207E+2	2.98039E+2	2.97834E+2	2.99376E+2	3.00414E+2
1.13424E+2	1.17633E-5	6.91876E-12	2.96217E+2	2.98059E+2	2.97822E+2	2.99385E+2	3.00402E+2
1.14143E+2	1.15834E-5	6.70877E-12	2.96167E+2	2.98048E+2	2.97797E+2	2.99365E+2	3.00389E+2
1.14870E+2	1.23805E-5	7.66378E-12	2.96180E+2	2.98060E+2	2.97815E+2	2.99376E+2	3.00408E+2
1.15595E+2	1.24303E-5	7.72557E-12	2.96172E+2	2.98057E+2	2.97829E+2	2.99371E+2	3.00386E+2
1.16316E+2	1.12555E-5	6.33426E-12	2.96164E+2	2.98063E+2	2.97795E+2	2.99358E+2	3.00398E+2
1.17043E+2	1.20164E-5	7.21969E-12	2.96166E+2	2.98068E+2	2.97814E+2	2.99369E+2	3.00409E+2
1.17763E+2	1.17721E-5	6.92916E-12	2.96171E+2	2.98053E+2	2.97831E+2	2.99361E+2	3.00429E+2
1.18483E+2	1.08976E-5	5.93792E-12	2.96179E+2	2.98050E+2	2.97811E+2	2.99361E+2	3.00427E+2
1.19204E+2	1.08660E-5	5.90350E-12	2.96134E+2	2.98066E+2	2.97785E+2	2.99391E+2	3.00405E+2
1.19924E+2	1.13549E-5	6.44673E-12	2.96153E+2	2.98044E+2	2.97835E+2	2.99354E+2	3.00410E+2
1.20642E+2	1.16196E-5	6.75080E-12	2.96157E+2	2.98061E+2	2.97840E+2	2.99360E+2	3.00419E+2
1.21369E+2	1.06403E-5	5.66078E-12	2.96166E+2	2.98056E+2	2.97800E+2	2.99379E+2	3.00419E+2
1.22096E+2	1.21803E-5	7.41796E-12	2.96152E+2	2.98063E+2	2.97843E+2	2.99390E+2	3.00395E+2
1.22822E+2	1.11887E-5	6.25934E-12	2.96126E+2	2.98062E+2	2.97825E+2	2.99350E+2	3.00423E+2
1.23541E+2	1.11762E-5	6.24537E-12	2.96140E+2	2.98060E+2	2.97856E+2	2.99366E+2	3.00423E+2
1.24256E+2	1.18413E-5	7.01082E-12	2.96143E+2	2.98074E+2	2.97811E+2	2.99353E+2	3.00431E+2
1.24982E+2	1.11973E-5	6.26897E-12	2.96131E+2	2.98072E+2	2.97817E+2	2.99357E+2	3.00416E+2
1.25704E+2	1.19529E-5	7.14354E-12	2.96114E+2	2.98077E+2	2.97845E+2	2.99378E+2	3.00429E+2
1.26422E+2	1.12326E-5	6.30857E-12	2.96137E+2	2.98079E+2	2.97865E+2	2.99346E+2	3.00435E+2
1.27142E+2	1.11243E-5	6.18750E-12	2.96145E+2	2.98092E+2	2.97836E+2	2.99354E+2	3.00414E+2
1.27862E+2	9.78319E-6	4.78554E-12	2.96109E+2	2.98091E+2	2.97839E+2	2.99368E+2	3.00441E+2
1.28587E+2	1.13797E-5	6.47488E-12	2.96124E+2	2.98096E+2	2.97858E+2	2.99361E+2	3.00446E+2
1.29313E+2	1.12118E-5	6.28519E-12	2.96123E+2	2.98066E+2	2.97867E+2	2.99386E+2	3.00438E+2
1.30034E+2	1.16184E-5	6.74935E-12	2.96125E+2	2.98109E+2	2.97871E+2	2.99362E+2	3.00442E+2
1.30754E+2	1.13785E-5	6.47354E-12	2.96140E+2	2.98080E+2	2.97876E+2	2.99358E+2	3.00420E+2
1.31473E+2	1.24428E-5	7.74112E-12	2.96131E+2	2.98094E+2	2.97856E+2	2.99337E+2	3.00438E+2
1.32193E+2	1.08549E-5	5.89146E-12	2.96128E+2	2.98097E+2	2.97844E+2	2.99357E+2	3.00443E+2
1.32913E+2	1.12606E-5	6.34000E-12	2.96129E+2	2.98107E+2	2.97838E+2	2.99372E+2	3.00442E+2
1.33633E+2	1.25808E-5	7.91382E-12	2.96094E+2	2.98114E+2	2.97871E+2	2.99346E+2	3.00401E+2
1.34353E+2	1.16744E-5	6.81464E-12	2.96084E+2	2.98079E+2	2.97874E+2	2.99343E+2	3.00411E+2
1.35081E+2	1.04524E-5	5.46259E-12	2.96103E+2	2.98102E+2	2.97876E+2	2.99366E+2	3.00424E+2
1.35807E+2	1.09541E-5	5.99959E-12	2.96119E+2	2.98100E+2	2.97883E+2	2.99351E+2	3.00430E+2
1.36532E+2	1.10653E-5	6.12207E-12	2.96089E+2	2.98090E+2	2.97845E+2	2.99371E+2	3.00406E+2
1.37253E+2	1.13691E-5	6.46287E-12	2.96097E+2	2.98100E+2	2.97870E+2	2.99359E+2	3.00436E+2
1.37973E+2	1.07775E-5	5.80777E-12	2.96088E+2	2.98083E+2	2.97858E+2	2.99361E+2	3.00437E+2
1.38692E+2	1.11173E-5	6.17972E-12	2.96092E+2	2.98123E+2	2.97885E+2	2.99366E+2	3.00430E+2
1.39412E+2	1.06662E-5	5.68838E-12	2.96076E+2	2.98136E+2	2.97863E+2	2.99366E+2	3.00445E+2
1.40132E+2	1.11323E-5	6.19641E-12	2.96089E+2	2.98095E+2	2.97874E+2	2.99377E+2	3.00423E+2
1.40852E+2	1.06760E-5	5.69882E-12	2.96089E+2	2.98112E+2	2.97874E+2	2.99361E+2	3.00427E+2
1.41572E+2	1.05812E-5	5.59810E-12	2.96072E+2	2.98121E+2	2.97880E+2	2.99362E+2	3.00391E+2
1.42292E+2	1.13545E-5	6.44624E-12	2.96087E+2	2.98108E+2	2.97876E+2	2.99382E+2	3.00388E+2
1.43018E+2	1.02868E-5	5.29095E-12	2.96090E+2	2.98119E+2	2.97873E+2	2.99385E+2	3.00408E+2
1.43740E+2	1.17039E-5	6.84912E-12	2.96040E+2	2.98114E+2	2.97886E+2	2.99366E+2	3.00392E+2
1.44460E+2	1.06575E-5	5.67910E-12	2.96083E+2	2.98101E+2	2.97873E+2	2.99364E+2	3.00418E+2
1.45185E+2	1.09885E-5	6.03732E-12	2.96064E+2	2.98108E+2	2.97850E+2	2.99371E+2	3.00409E+2
1.45912E+2	1.08547E-5	5.89127E-12	2.96048E+2	2.98122E+2	2.97888E+2	2.99366E+2	3.00432E+2
1.46638E+2	1.07179E-5	5.74369E-12	2.96057E+2	2.98126E+2	2.97882E+2	2.99373E+2	3.00397E+2
1.47359E+2	1.10355E-5	6.08916E-12	2.96096E+2	2.98116E+2	2.97868E+2	2.99393E+2	3.00396E+2
1.48079E+2	1.10210E-5	6.07315E-12	2.96067E+2	2.98141E+2	2.97892E+2	2.99370E+2	3.00394E+2
1.48805E+2	1.07062E-5	5.73113E-12	2.96064E+2	2.98124E+2	2.97869E+2	2.99365E+2	3.00398E+2
1.49531E+2	1.06595E-5	5.68124E-12	2.96074E+2	2.98132E+2	2.97903E+2	2.99375E+2	3.00395E+2
1.50251E+2	1.15885E-5	6.71471E-12	2.96046E+2	2.98145E+2	2.97889E+2	2.99359E+2	3.00398E+2
1.50971E+2	1.15444E-5	6.66369E-12	2.96071E+2	2.98153E+2	2.97876E+2	2.99374E+2	3.00385E+2
1.51691E+2	9.90906E-6	4.90948E-12	2.96054E+2	2.98136E+2	2.97899E+2	2.99371E+2	3.00411E+2
1.52411E+2	1.13918E-5	6.48862E-12	2.96049E+2	2.98129E+2	2.97890E+2	2.99373E+2	3.00415E+2
1.53131E+2	1.10021E-5	6.05232E-12	2.96045E+2	2.98137E+2	2.97886E+2	2.99387E+2	3.00418E+2
1.53850E+2	1.10829E-5	6.14152E-12	2.96050E+2	2.98113E+2	2.97881E+2	2.99373E+2	3.00408E+2
1.54570E+2	1.07112E-5	5.73645E-12	2.96042E+2	2.98151E+2	2.97882E+2	2.99376E+2	3.00403E+2
1.55290E+2	1.06486E-5	5.66967E-12	2.96025E+2	2.98144E+2	2.97885E+2	2.99363E+2	3.00391E+2
1.56010E+2	1.09577E-5	6.00354E-12	2.96040E+2	2.98148E+2	2.97904E+2	2.99392E+2	3.00390E+2
1.56729E+2	1.06820E-5	5.70522E-12	2.96047E+2	2.98157E+2	2.97864E+2	2.99397E+2	3.00398E+2
1.57450E+2	1.09717E-5	6.01886E-12	2.96047E+2	2.98160E+2	2.97882E+2	2.99397E+2	3.00372E+2
1.58169E+2	1.13430E-5	6.43318E-12	2.96046E+2	2.98126E+2	2.97912E+2	2.99349E+2	3.00375E+2
1.58890E+2	1.07623E-5	5.79141E-12	2.96014E+2	2.98131E+2	2.97893E+2	2.99369E+2	3.00359E+2
1.59611E+2	9.74996E-6	4.75308E-12	2.96027E+2	2.98142E+2	2.97878E+2	2.99359E+2	3.00360E+2
