x-axis,1,2
second,Volt,Volt
-10.00000E-03,-361.80905E-03,+0.0E+00
-9.99000E-03,-241.20604E-03,+80.40201E-03
-9.98000E-03,-180.90453E-03,+40.20100E-03
-9.97000E-03,-211.05528E-03,+20.10050E-03
-9.96000E-03,-120.60302E-03,+80.40201E-03
-9.95000E-03,+0.0E+00,+140.70352E-03
-9.94000E-03,-60.30151E-03,+120.60301E-03
-9.93000E-03,-90.45226E-03,+80.40201E-03
-9.92000E-03,+120.60302E-03,+80.40201E-03
-9.91000E-03,+90.45226E-03,+140.70352E-03
-9.90000E-03,+120.60302E-03,+80.40201E-03
-9.89000E-03,+120.60302E-03,+20.10050E-03
-9.88000E-03,+120.60302E-03,+80.40201E-03
-9.87000E-03,+241.20604E-03,+140.70352E-03
-9.86000E-03,+241.20604E-03,+80.40201E-03
-9.85000E-03,+271.35679E-03,+140.70352E-03
-9.84000E-03,+241.20604E-03,+80.40201E-03
-9.83000E-03,+331.65830E-03,+160.80402E-03
-9.82000E-03,+422.11056E-03,+160.80402E-03
-9.81000E-03,+391.95981E-03,+180.90452E-03
-9.80000E-03,+361.80905E-03,+241.20603E-03
-9.79000E-03,+482.41207E-03,+201.00502E-03
-9.78000E-03,+603.01509E-03,+281.40703E-03
-9.77000E-03,+603.01509E-03,+381.90954E-03
-9.76000E-03,+603.01509E-03,+241.20603E-03
-9.75000E-03,+723.61811E-03,+341.70854E-03
-9.74000E-03,+723.61811E-03,+402.01005E-03
-9.73000E-03,+723.61811E-03,+402.01005E-03
-9.72000E-03,+844.22112E-03,+482.41206E-03
-9.71000E-03,+844.22112E-03,+502.51256E-03
-9.70000E-03,+783.91961E-03,+562.81406E-03
-9.69000E-03,+844.22112E-03,+623.11557E-03
-9.68000E-03,+844.22112E-03,+643.21607E-03
-9.67000E-03,+964.82414E-03,+643.21607E-03
-9.66000E-03,+964.82414E-03,+723.61808E-03
-9.65000E-03,+1.08542716E+00,+743.71859E-03
-9.64000E-03,+1.08542716E+00,+723.61808E-03
-9.63000E-03,+1.08542716E+00,+743.71858E-03
-9.62000E-03,+1.08542716E+00,+844.22110E-03
-9.61000E-03,+1.08542716E+00,+884.42210E-03
-9.60000E-03,+1.20603018E+00,+884.42210E-03
-9.59000E-03,+1.20603018E+00,+944.72361E-03
-9.58000E-03,+1.20603018E+00,+1.00502511E+00
-9.57000E-03,+1.23618093E+00,+964.82411E-03
-9.56000E-03,+1.20603018E+00,+1.04522612E+00
-9.55000E-03,+1.32663319E+00,+1.02512562E+00
